date,id,title,countries,keywords,languages,outlets
2016-06-20,https://euvsdisinfo.eu/report/schools-in-north-rhine-westphalia-are-implementing-a-new-initiative-with/,"Schools in Germany educate students about homosexual relationships, transsexualism and sadomasochism",Germany,LGBT,Czech,
2016-06-20,https://euvsdisinfo.eu/report/a-separatist-militant-was-buried-alive-in-eastern-ukraine/,A separatist militant was buried alive in Eastern Ukraine,Ukraine,War in Ukraine,Russian,
2016-06-20,https://euvsdisinfo.eu/report/romanians-living-in-the-bukovina-region-of-ukraine-are-demanding/,Romanians living in Ukraine are demanding autonomy,Romania+Ukraine,Ukrainian disintegration,Russian,
2016-06-20,https://euvsdisinfo.eu/report/in-europe-people-are-forced-to-be-gay/,"In Europe, people are forced to be gay",,Europe+LGBT,Russian,
2016-06-19,https://euvsdisinfo.eu/report/poroshenko-is-ready-to-turn-ukrainians-into-catholics-in-exchange/,Poroshenko is ready to turn Ukrainians into Catholics for visa-free travel,Ukraine,EU+Visa liberalisation+Petro Poroshenko,Russian,
2016-06-19,https://euvsdisinfo.eu/report/western-civilisation-is-controlled-by-masons-the-illuminati-and-the/,"Western civilisation is controlled by Masons, the Illuminati and the Satanists",,West+Secret elites / global elites+The West,Russian,
2016-06-19,https://euvsdisinfo.eu/report/walter-hallstein-first-president-of-the-european-commission-was-a/,"Walter Hallstein, first President of the European Commission, was a Nazi",,EU+Walter Hallstein+Nazi/Fascist,Czech,
2016-06-19,https://euvsdisinfo.eu/report/baltic-countries-were-not-occupied-in-1940-but-returned-to/,"Baltic countries were not occupied in 1940, but returned to...",USSR+Russia+Baltic states+US+France,Historical revisionism+Baltic states,Russian,
2016-06-18,https://euvsdisinfo.eu/report/europe-only-needs-ukrainians-to-perform-low-paid-jobs-in-the/,Europe only needs Ukrainians to perform low-paid jobs,Ukraine,EU+Euromaidan+Europe,Russian,
2016-06-18,https://euvsdisinfo.eu/report/freemasons-control-the-leaders-of-various-countries/,Freemasons control the leaders of various countries,Russia+US,Destabilising Russia+Secret elites / global elites,Russian,
2016-06-18,https://euvsdisinfo.eu/report/switzerland-closed-mcdonalds-fast-food-restaurant-chain-after-european-commissioner/,Switzerland closed McDonald’s fast food restaurant chain,Switzerland,EU+EU regulations,Georgian,
2016-06-17,https://euvsdisinfo.eu/report/the-main-purpose-of-anti-russian-sanctions-is-to-prevent-the/,The purpose of sanctions is preventing the re-elction of Putin,Russia,Anti-Russian+Vladimir Putin+Sanctions,Russian,
2016-06-17,https://euvsdisinfo.eu/report/the-european-union-was-created-by-the-us-with-a/,US created the EU to seize the sovereignty of the member states,US,EU+US presence in Europe+Sovereignty+Europe,Russian,
2016-06-17,https://euvsdisinfo.eu/report/the-russian-economy-has-overcome-the-recession/,The Russian economy has overcome the recession,Russia,Economic difficulties,Hungarian,
2016-06-17,https://euvsdisinfo.eu/report/the-west-is-using-proxy-forces-terrorists-group-like-isis/,The West is using proxy forces to destroy the secular government of Syria,Syria+France,West+Al-Qaeda+Syrian War+Terrorism,Czech+English,
2016-06-17,https://euvsdisinfo.eu/report/in-donbass-the-national-guard-of-ukraine-is-supported-by/,"In Donbass, the National Guard of Ukraine is supported by refugees",Ukraine,Refugees+Middle East+Africa+War in Ukraine+Donbas,Russian,
2016-06-17,https://euvsdisinfo.eu/report/nadiya-savchenko-tortured-russian-prisoners-and-hates-everything-that-is/,Nadiya Savchenko tortured Russian prisoners,Russia,Nadiya Savchenko,Czech,
2016-06-17,https://euvsdisinfo.eu/report/supporters-of-european-integration-sacrificed-jo-cox-for-the-purpose/,Supporters of European integration sacrificed Jo Cox,UK,EU+Brexit+Jo Cox,Czech,
2016-06-16,https://euvsdisinfo.eu/report/nato-supports-isis/,NATO supports ISIS,Turkey,NATO,Czech,
2016-06-16,https://euvsdisinfo.eu/report/americans-and-europeans-do-not-have-freedom-of-speech-anymore/,Americans and Europeans do not have freedom of speech anymore,Russia+US,Secret elites / global elites+Freedom of speech+Media+CIA+Europe,Czech,
2016-06-16,https://euvsdisinfo.eu/report/the-behavior-of-russian-fans-was-a-legal-form-of/,Russian football fans protected their right to leisure,Russia,,Russian,
2016-06-16,https://euvsdisinfo.eu/report/turkish-and-crimean-tatar-fighters-will-arrange-provocations-in-crimea/,Turkish and Crimean Tatar fighters will arrange provocations in Crimea,Turkey+Ukraine,Provocation+Crimea,Russian,
2016-06-16,https://euvsdisinfo.eu/report/ukrainian-language-does-not-exist-in-a-codified-form/,Ukrainian language does not exist in a codified form,Ukraine,Ukrainian statehood,Russian,
2016-06-16,https://euvsdisinfo.eu/report/the-usa-forced-the-eu-to-impose-sanctions-against-russia/,The USA forced the EU to impose sanctions against Russia,Russia+US,EU+Sanctions,Russian,
2016-06-16,https://euvsdisinfo.eu/report/in-lithuania-soviet-style-censorship-has-begun-to-encroach-on-the/,Lithuanian internet has Soviet-style censorship,Lithuania,Internet+Censorship+Freedom of speech+State oppression,Russian,
2016-06-16,https://euvsdisinfo.eu/report/while-the-lithuanian-president-is-speaking-about-the-freedom-of/,There is a witch hunt in Lithuania against Russian-language print media,Russia+Lithuania,Dalia Grybauskaitė+Censorship+Freedom of speech+Media,Russian,
2016-06-15,https://euvsdisinfo.eu/report/the-united-states-is-preparing-for-war-with-russia-because/,NATO is preparing for war with Russia to get its esources,Russia+US,Provocation+Natural resources+Nuclear issues+NATO,Czech,
2016-06-15,https://euvsdisinfo.eu/report/the-german-intelligence-service-is-becoming-a-branch-of-the-3/,The German Intelligence Service is becoming a branch of the CIA,US+Germany,Secret services+CIA,Czech+English+Slovak,
2016-06-15,https://euvsdisinfo.eu/report/the-us-led-a-coup-in-ukraine-and-instated-a-2/,The US led a coup in Ukraine,Romania+Russia+Ukraine+Georgia+Poland,Propaganda+Puppets+Coup+NATO,Czech+English,
2016-06-15,https://euvsdisinfo.eu/report/the-west-is-waging-a-campaign-of-russophobia-and-hatred/,The West is waging a campaign of Russophobia and hatred,Russia,West+Russophobia+The West,Russian,
2016-06-15,https://euvsdisinfo.eu/report/most-europeans-are-enslaved-by-the-hypocritical-ideology-of-tolerance/,Most Europeans are enslaved by the hypocritical ideology of tolerance,Russia,EU+Islamisation+Russian superiority+Migration crisis+Europe,Georgian,
2016-06-15,https://euvsdisinfo.eu/report/lithuanian-president-grybauskaite-has-become-a-pr-agent-for-political-show/,Lithuanian President Grybauskaite has become a PR-agent for Ukraine,Russia+Ukraine+Lithuania,EU+Dalia Grybauskaitė+Information war,Russian,
2016-06-15,https://euvsdisinfo.eu/report/russia-is-not-a-threat-and-talks-about-such-a/,"Russia is not a threat, and talks about such a...",Russia,NATO,Russian,
2016-06-14,https://euvsdisinfo.eu/report/nato-is-conquering-the-states-of-eastern-europe-2/,NATO is conquering the states of Eastern Europe,US,Eastern Europe+NATO,Czech,
2016-06-14,https://euvsdisinfo.eu/report/boris-nemtsov-was-killed-by-the-ukrainian-secret-service/,Boris Nemtsov was killed by the Ukrainian secret service,Ukraine,Boris Nemtsov,Czech+German+Russian,
2016-06-14,https://euvsdisinfo.eu/report/czech-government-is-violating-the-un-charter-in-particular-two/,Czech government is violating the UN Charter,Czech Republic,UN,Czech,
2016-06-14,https://euvsdisinfo.eu/report/russia-fans-protected-the-population-of-marseille-from-drunk-england/,Russia fans protected Marseille from drunk England fans,Russia,,Russian,
2016-06-14,https://euvsdisinfo.eu/report/a-swiss-media-study-has-confirmed-that-western-propaganda-is/,Western propaganda is spread by big Western media agencies,Switzerland+France,West+Propaganda+Media+Information war,Czech,
2016-06-14,https://euvsdisinfo.eu/report/dutch-prime-minister-mark-rutte-wants-to-cancel-all-future/,Dutch Prime Minister wants to cancel referenda because of Ukraine,Ukraine+The Netherlands,Referendum+AA/DCFTA,Russian,
2016-06-14,https://euvsdisinfo.eu/report/nato-anakonda-exercises-are-a-polish-provocation-aimed-at-russia/,NATO [Anakonda] exercises are a Polish provocation aimed at Russia,Russia+Poland,Provocation+NATO,English,
2016-06-13,https://euvsdisinfo.eu/report/georgias-statehood-can-only-be-saved-by-russia/,Georgia's statehood can only be saved by Russia,Russia+Georgia,West+Sanctions,Georgian,
2016-06-13,https://euvsdisinfo.eu/report/the-actions-of-russian-football-fans-in-france-seem-unusual/,"Europeans are used to watch the ""men"" at gay parades",Russia+France,Europe+LGBT,Russian,
2016-06-13,https://euvsdisinfo.eu/report/hundreds-of-armed-right-sector-members-along-with-two-mossad-2/,Right Sector members arrived to Marseilles to provoke a brawl,Russia,Right Sector+Mossad,Russian,
2016-06-12,https://euvsdisinfo.eu/report/english-hooligans-by-shouting-insults-at-president-putin-and-tennis/,"English hooligans, by shouting insults at President Putin and tennis...",Russia+France,Vladimir Putin+Europe,Russian,
2016-06-12,https://euvsdisinfo.eu/report/the-riots-during-the-england-russia-euro2016-football-match-broke-out/,The riots during the England-Russia Euro2016 football match broke out...,Russia+France,,Russian,
2016-06-12,https://euvsdisinfo.eu/report/the-german-army-as-part-of-natos-forces-has-entered/,The German army has entered Baltics where it can reach Leningrad,Baltic states+Germany,NATO,Russian,
2016-06-12,https://euvsdisinfo.eu/report/vladimir-putin-has-achieved-successes-in-syria-because-he-consults/,Putin achieved successes in Syria because of consulting with aliens,Syria,Syrian War+Vladimir Putin,Russian,
2016-06-11,https://euvsdisinfo.eu/report/hungary-is-preparing-to-annex-transcarpathia/,Hungary is preparing to annex Transcarpathia,Hungary,Ukrainian disintegration+Transcarpathia,Russian,
2016-06-11,https://euvsdisinfo.eu/report/nato-military-exercise-on-the-territory-of-poland-is-in/,NATO military exercise on the territory of Poland is in...,Ukraine+Poland,Ukrainian disintegration+NATO,Russian,
2016-06-11,https://euvsdisinfo.eu/report/there-was-a-coup-in-ukraine-which-eventually-resulted-in/,"There was a coup in Ukraine, which eventually resulted in...",Ukraine,Civil war+Coup,Russian,
2016-06-11,https://euvsdisinfo.eu/report/the-us-is-preparing-to-destroy-russia-and-intends-to/,The US is preparing to destroy Russia and intends to...,Russia,Destabilising Russia,Russian,
2016-06-11,https://euvsdisinfo.eu/report/nato-is-preparing-to-attack-russia/,NATO is preparing to attack Russia,Russia,NATO,Russian,
2016-06-11,https://euvsdisinfo.eu/report/the-bilderberg-groups-recent-meeting-in-dresden-proves-that-the/,The Bilderberg Group’s recent meeting in Dresden proves that the...,Germany,Secret elites / global elites,Hungarian,
2016-06-11,https://euvsdisinfo.eu/report/according-to-british-sports-journalist-simon-rowntree-england-fans-provoked/,British football fans provoked Russia's supporters,UK+Russia+Ukraine,Crimea,English,
2016-06-11,https://euvsdisinfo.eu/report/natos-anaconda-exercise-aims-to-strangle-russia/,NATO's Anaconda exercise aims to strangle Russia,Russia,NATO,Russian,
2016-06-11,https://euvsdisinfo.eu/report/the-german-intelligence-service-is-becoming-a-branch-of-the/,The German Intelligence Service is becoming a branch of the CIA,Germany,Secret services+CIA,English,
2016-06-11,https://euvsdisinfo.eu/report/hundreds-of-armed-right-sector-members-along-with-two-mossad/,Right Sector members arrived to Marseilles to provoke a brawl,Russia,Right Sector+Mossad,English,
2016-06-10,https://euvsdisinfo.eu/report/the-fall-of-the-previous-czech-government-led-by-premier/,The fall of the previous Czech government led by premier...,Czech Republic+US,CIA,Czech,
2016-06-10,https://euvsdisinfo.eu/report/according-to-ambassador-vitaly-churkin-the-un-security-council-has/,"According to Ambassador Vitaly Churkin, the UN Security Council has...",Italy+Ukraine,Vitaly Churkin+UN+War in Ukraine+Donbas,Russian,
2016-06-10,https://euvsdisinfo.eu/report/the-ukrainian-government-killed-more-than-50-thousand-of-its/,The Ukrainian government killed more than 50 thousand of its...,Russia+Ukraine,Trade+War in Ukraine,Russian,
2016-06-10,https://euvsdisinfo.eu/report/ukraine-has-a-nazi-identity/,Ukraine has a Nazi identity,Ukraine,Nazi/Fascist,Russian,
2016-06-10,https://euvsdisinfo.eu/report/ukraine-has-never-existed-as-an-independent-country/,Ukraine has never existed as an independent country,Ukraine,Historical revisionism+Ukrainian statehood,Russian,
2016-06-10,https://euvsdisinfo.eu/report/turkish-nationalists-the-grey-wolves-polish-mercenaries-and-islamic-militants/,"Turkish nationalists (the ""Grey Wolves""), Polish mercenaries and Islamic militants...",Turkey+Ukraine+Poland,Grey Wolves+War in Ukraine+Donbas+Foreign mercenaries,Russian,
2016-06-10,https://euvsdisinfo.eu/report/the-cia-and-the-us-state-department-planned-a-coup/,The CIA and the US State Department planned a coup...,Ukraine+US,Coup+LPR+CIA,Russian,
2016-06-10,https://euvsdisinfo.eu/report/without-russia-ukraine-is-turning-into-a-desert/,"Without Russia, Ukraine is turning into a desert",Russia+Ukraine,War in Ukraine,Russian,
2016-06-10,https://euvsdisinfo.eu/report/russian-president-vladimir-putin-would-be-a-force-of-light/,"Putin would be a ""force of light"" preventing World War III",Russia,WWIII+Vladimir Putin,Czech,
2016-06-10,https://euvsdisinfo.eu/report/the-bilderberg-group-is-plotting-to-start-another-financial-crisis/,The Bilderberg group is plotting to start another financial crisis,Germany,West+Secret elites / global elites,English,
2016-06-10,https://euvsdisinfo.eu/report/the-crimean-referendum-of-march-2014-was-legitimate/,The Crimean referendum of March 2014 was legitimate,Ukraine,Referendum+Crimea,English,
2016-06-09,https://euvsdisinfo.eu/report/radical-minded-ukrainians-are-preparing-to-attack-peace-loving-russia/,Radical-minded Ukrainians are preparing to attack peace-loving Russia,Russia+Ukraine,War in Ukraine,Russian,
2016-06-09,https://euvsdisinfo.eu/report/citizens-of-dniepropetrovsk-odessa-nikolaev-and-other-southern-and-eastern/,"Citizens of Dniepropetrovsk, Odessa, Nikolaev and other southern and eastern...",Russia+Ukraine,Historical revisionism+Odessa,Russian,
2016-06-09,https://euvsdisinfo.eu/report/there-are-20-million-ethnic-russians-in-ukraine/,There are 20 million ethnic Russians in Ukraine,Russia+Ukraine,Ethnic Russians,Russian,
2016-06-09,https://euvsdisinfo.eu/report/ukraine-is-an-artificial-state-created-by-the-russians/,Ukraine is an artificial state created by the Russians,Russia+Ukraine,Russian expansionism,Russian,
2016-06-09,https://euvsdisinfo.eu/report/the-czech-republic-would-not-need-to-face-a-wave/,The Czech Republic would not need to face a wave...,Czech Republic,Refugees+Migration crisis,Czech,
2016-06-09,https://euvsdisinfo.eu/report/the-united-states-and-germany-are-planning-to-annex-russias/,The United States and Germany are planning to annex Kaliningrad,Russia+US+Germany,Kaliningrad,Russian,
2016-06-08,https://euvsdisinfo.eu/report/ukrainian-secret-services-planned-to-kill-savchenko-and-blame-it/,Ukrainian secret services planned to kill Savchenko and blame it...,Ukraine,Nadiya Savchenko+DPR,Russian,
2016-06-08,https://euvsdisinfo.eu/report/according-to-veterans-todays-editor-mike-harris-us-special-services/,"According to Veterans today's editor Mike Harris, US Special Services...",Syria,Syrian War+Terrorism+Secret services,Georgian,
2016-06-08,https://euvsdisinfo.eu/report/the-eu-and-america-made-steps-to-introduce-new-subjects/,The EU and America made steps to introduce new subjects...,US+Georgia,EU+LGBT,Georgian,
2016-06-08,https://euvsdisinfo.eu/report/poland-wants-to-annex-some-parts-of-ukraine-that-is/,"Poland wants to annex some parts of Ukraine, that is...",Ukraine+Poland,War in Ukraine,Russian,
